<document docid="hi">
<head>
<title>  </title>			
<author>			
<firstname>  </firstname>			
<middlename>    </middlename>			
<lastname></lastname>			
</author>			
<availability format="electronic" />			
<bibl>			
</bibl>			
<bytecount>4.0K</bytecount>			
<domain name="general" />			
<creation creationdate="19/06/2007" institutename="IIIT Hyderabad">			
<creatorname>			
<lastname>Dipti</lastname>			
<middlename>			
</middlename>			
<firstname>Sharma</firstname>			
</creatorname>			
</creation>			
<distributor>CLIA Consortia, DIT</distributor>			
<edition number="1.0" />			
<encodingdesc>			
<newencoding>Unicode(UTF-8)</newencoding>			
<originalencoding>UTF-8</originalencoding>			
</encodingdesc>			
<sentencemarker marker=".">Specify Marker</sentencemarker>			
<language name="hi" writingsystem="LTR" script="Devanagari" />			
<normalization normalized="no">			
<utilityname>xxx.exe</utilityname>			
</normalization>			
<projectdesc name="ILMT" />			
<pubaddress addresstype="web">			
</pubaddress>			
<pubdate>			
<dateofpublication></dateofpublication>			
</pubdate>			
<publicationstmt type="copyrightfree">			
</publicationstmt>			
<publisher>			
<name></name>			
<url>xxx.com</url>			
</publisher>			
<pubplace place="books" />			
<wordcount>6  </wordcount>			
<caption>टिकैत ने की गन्ना मूल्य १८० रुपये करने की मांग की अमर उजाला ब्यूरो नई दिल्ली। </caption>			
</caption>			

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id="1">
1	((	NP	<fs drel='r6:NP2' name='NP'>
1.1	गन्ने	NN	<fs af='गन्ना,n,m,sg,3,o,0,0' name='गन्ने' posn='10'>
1.2	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के' posn='20'>
	))
2	((	NP	<fs drel='k2:VGNF' name='NP2'>
2.1	समर्थन	NNC	<fs af='समर्थन,n,m,sg,3,d,0,0' name='समर्थन' posn='30'>
2.2	मूल्य	NN	<fs af='मूल्य,n,m,sg,3,o,0,0' name='मूल्य' posn='40'>
2.3	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='50'>
	))
3	((	VGNF	<fs drel='vmod:VGF' name='VGNF'>
3.1	लेकर	VM	<fs af='ले,v,any,any,any,,कर,kara' name='लेकर' posn='60'>
	))
4	((	NP	<fs drel='nmod:NP4' name='NP3'>
4.1	किसान	NNC	<fs af='किसान,n,m,sg,3,d,0,0' name='किसान' posn='70'>
4.2	नेता	NN	<fs af='नेता,n,m,sg,3,d,0,0' name='नेता' posn='80'>
	))
5	((	NP	<fs drel='k1:VGF' name='NP4'>
5.1	महेंद्र	NNPC	<fs af='महेंद्र,n,m,sg,3,d,0,0' name='महेंद्र' posn='90'>
5.2	सिंह	NNPC	<fs af='सिंह,n,m,sg,3,d,0,0' name='सिंह' posn='100'>
5.3	टिकैत	NNP	<fs af='टिकैत,n,m,sg,3,d,0,0' name='टिकैत' posn='110'>
	))
6	((	NP	<fs drel='ras-k1:VGF' name='NP5'>
6.1	यूपी	NNC	<fs af='यूपी,n,m,sg,3,d,0,0' name='यूपी' posn='120'>
6.2	सरकार	NN	<fs af='सरकार,n,m,sg,3,o,0,0' name='सरकार' posn='130'>
6.3	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='140'>
	))
7	((	NP	<fs drel='pof:VGNN' name='NP6'>
7.1	दो	QC	<fs af='दो,num,any,any,,any,,' name='दो' posn='150'>
7.2	-	SYM	<fs af='-,punc,,,,,,' name='-' posn='160'>
7.3	दो	RDP	<fs af='दो,num,any,any,,any,,' name='दो2' posn='170'>
7.4	हाथ	NN	<fs af='हाथ,n,m,sg,3,d,0,0' name='हाथ' posn='180'>
	))
8	((	VGNN	<fs drel='r6:NP7' name='VGNN'>
8.1	करने	VM	<fs af='कर,v,any,any,any,o,ना,nA' name='करने' posn='190'>
8.2	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के2' posn='200'>
	))
9	((	NP	<fs drel='k7:VGF' name='NP7'>
9.1	मूड	NN	<fs af='मूड,n,m,sg,3,o,0,0' name='मूड' posn='210'>
9.2	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='220'>
	))
10	((	VGF	<fs voicetype='active' stype='declarative' name='VGF'>
10.1	हैं	VM	<fs af='है,v,any,sg,3h,,है,hE' name='हैं' posn='230'>
10.2	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='240'>
	))
</Sentence>

<Sentence id="2">
1	((	NP	<fs drel='k7t:VGF' name='NP'>
1.1	सोमवार	NNP	<fs af='सोमवार,n,m,sg,3,o,0,0' name='सोमवार' posn='10'>
1.2	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='20'>
	))
2	((	NP	<fs drel='k1:VGF' name='NP2'>
2.1	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,ne' name='उन्होंने' posn='30'>
	))
3	((	VGF	<fs voicetype='active' stype='declarative' name='VGF'>
3.1	कहा	VM	<fs af='कह,v,m,sg,any,,या,yA' name='कहा' posn='40'>
	))
4	((	CCP	<fs drel='k2:VGF' name='CCP'>
4.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='50'>
	))
5	((	NP	<fs drel='k4a:VGF2' name='NP3'>
5.1	हमें	PRP	<fs af='हम,pn,any,pl,1,o,का,kA' name='हमें' posn='60'>
	))
6	((	NP	<fs drel='k5:VGF2' name='NP4'>
6.1	समर्थन	NNC	<fs af='समर्थन,n,m,sg,3,d,0,0' name='समर्थन' posn='70'>
