<document docid="hi">
<head>
<title>  </title>			
<author>			
<firstname>  </firstname>			
<middlename>    </middlename>			
<lastname></lastname>			
</author>			
<availability format="electronic" />			
<bibl>			
</bibl>			
<bytecount>4.0K</bytecount>			
<domain name="general" />			
<creation creationdate="19/06/2007" institutename="IIIT Hyderabad">			
<creatorname>			
<lastname>Dipti</lastname>			
<middlename>			
</middlename>			
<firstname>Sharma</firstname>			
</creatorname>			
</creation>			
<distributor>CLIA Consortia, DIT</distributor>			
<edition number="1.0" />			
<encodingdesc>			
<newencoding>Unicode(UTF-8)</newencoding>			
<originalencoding>UTF-8</originalencoding>			
</encodingdesc>			
<sentencemarker marker=".">Specify Marker</sentencemarker>			
<language name="hi" writingsystem="LTR" script="Devanagari" />			
<normalization normalized="no">			
<utilityname>xxx.exe</utilityname>			
</normalization>			
<projectdesc name="ILMT" />			
<pubaddress addresstype="web">			
</pubaddress>			
<pubdate>			
<dateofpublication></dateofpublication>			
</pubdate>			
<publicationstmt type="copyrightfree">			
</publicationstmt>			
<publisher>			
<name></name>			
<url>xxx.com</url>			
</publisher>			
<pubplace place="books" />			
<wordcount>6  </wordcount>			
<caption>लोजपा विधायकों को तीन करोड़, मंत्री का प्रस्ताव था रघुवंश प्रसाद ने राजग पर लगाया आरोप प्रे नई दिल्ली। </caption>			
</caption>			

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id="1">
1	((	NP	<fs drel='r6:NP2' name='NP'>
1.1	राजद	NNP	<fs af='राजद,n,m,sg,3,o,0,0' name='राजद' posn='10'>
1.2	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के' posn='20'>
	))
2	((	NP	<fs drel='ccof:CCP' name='NP2'>
2.1	वरिष्ठ	JJ	<fs af='वरिष्ठ,adj,any,any,,o,,' name='वरिष्ठ' posn='30'>
2.2	नेता	NN	<fs af='नेता,n,m,sg,3,o,0,0' name='नेता' posn='40'>
	))
3	((	CCP	<fs drel='nmod:NP4' name='CCP'>
3.1	एवं	CC	<fs af='एवं,avy,,,,,,' name='एवं' posn='50'>
	))
4	((	NP	<fs name='NP3' drel='ccof:CCP'>
4.1	केंद्रीय	NNC	<fs af='केंद्रीय,adj,any,any,,o,,' name='केंद्रीय' posn='60'>
4.2	मंत्री	NN	<fs af='मंत्री,n,m,sg,3,o,0,0' name='मंत्री' posn='70'>
	))
5	((	NP	<fs name='NP4' drel='k1:VGF'>
5.1	रघुवंश	NNPC	<fs af='रघुवंश,n,m,sg,3,d,0,0' name='रघुवंश' posn='80'>
5.2	प्रसाद	NNPC	<fs af='प्रसाद,n,m,sg,3,d,0,0' name='प्रसाद' posn='90'>
5.3	सिंह	NNP	<fs af='सिंह,n,m,sg,3,o,0,0' name='सिंह' posn='100'>
5.4	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='110'>
	))
6	((	NP	<fs drel='pof:VGF' name='NP5'>
6.1	आरोप	NN	<fs af='आरोप,n,m,sg,3,d,0,0' name='आरोप' posn='120'>
	))
7	((	VGF	<fs voicetype='active' stype='declarative' name='VGF'>
7.1	लगाया	VM	<fs af='लगा,v,m,sg,any,,या,yA' name='लगाया' posn='130'>
7.2	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='140'>
	))
8	((	CCP	<fs drel='k2:VGF' name='CCP2'>
8.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='150'>
	))
9	((	NP	<fs drel='r6:NP7' name='NP6'>
9.1	लोजपा	NNP	<fs af='लोजपा,n,f,sg,3,o,0,0' name='लोजपा' posn='160'>
9.2	के	PSP	<fs af='का,psp,m,pl,,o,,' name='के2' posn='170'>
	))
10	((	NP	<fs drel='k4:NULL__VGF' name='NP7'>
10.1	विधायकों	NN	<fs af='विधायक,n,m,pl,3,o,0,0' name='विधायकों' posn='180'>
10.2	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='190'>
	))
11	((	NP	<fs drel='pof:VGNN' name='NP8'>
11.1	पाला	NN	<fs af='पाला,n,m,sg,3,d,0,0' name='पाला' posn='200'>
	))
12	((	VGNN	<fs drel='rt:VGF2' name='VGNN'>
12.1	बदलने	VM	<fs af='बदल,v,any,any,any,o,ना,nA' name='बदलने' posn='210'>
12.2	के	PSP	<fs af='के,psp,,,,,,' name='के3' posn='220'>
12.3	लिए	PSP	<fs af='लिए,psp,,,,,,' name='लिए' posn='230'>
	))
13	((	NP	<fs drel='ccof:CCP3' name='NP9'>
13.1	तीन	QCC	<fs af='तीन,num,any,any,,any,,' name='तीन' posn='240'>
13.2	करोड़	QC	<fs af='करोड,num,any,any,,any,,' name='करोड़' posn='250'>
13.3	रुपये	NN	<fs af='रुपया,n,m,pl,3,d,0,0' name='रुपये' posn='260'>
	))
14	((	CCP	<fs drel='k2:NULL__VGF' name='CCP3'>
14.1	,	SYM	<fs af=',,punc,,,,,' name=',' posn='270'>
	))
15	((	NP	<fs drel='ccof:CCP3' name='NP10'>
15.1	मंत्री	NNC	<fs af='मंत्री,n,m,sg,3,d,0,0' name='मंत्री2' posn='280'>
15.2	पद	NN	<fs af='पद,n,m,sg,3,d,0,0' name='पद' posn='290'>
	))
16	((	NULL__NP	<fs dmrel='pof:NULL__VGF' mtype='gap' name='NULL__NP' troot='लालच'>
16.1	NULL	NN	<fs name='NULL'>
	))
