<document docid="hi">
<head>
<title>  </title>			
<author>			
<firstname>  </firstname>			
<middlename>    </middlename>			
<lastname></lastname>			
</author>			
<availability format="electronic" />			
<bibl>			
</bibl>			
<bytecount>8.0K</bytecount>			
<domain name="general" />			
<creation creationdate="19/06/2007" institutename="IIIT Hyderabad">			
<creatorname>			
<lastname>Dipti</lastname>			
<middlename>			
</middlename>			
<firstname>Sharma</firstname>			
</creatorname>			
</creation>			
<distributor>CLIA Consortia, DIT</distributor>			
<edition number="1.0" />			
<encodingdesc>			
<newencoding>Unicode(UTF-8)</newencoding>			
<originalencoding>UTF-8</originalencoding>			
</encodingdesc>			
<sentencemarker marker=".">Specify Marker</sentencemarker>			
<language name="hi" writingsystem="LTR" script="Devanagari" />			
<normalization normalized="no">			
<utilityname>xxx.exe</utilityname>			
</normalization>			
<projectdesc name="ILMT" />			
<pubaddress addresstype="web">			
</pubaddress>			
<pubdate>			
<dateofpublication></dateofpublication>			
</pubdate>			
<publicationstmt type="copyrightfree">			
</publicationstmt>			
<publisher>			
<name></name>			
<url>xxx.com</url>			
</publisher>			
<pubplace place="books" />			
<wordcount>11  </wordcount>			
<caption>दाऊद इब्राहिम पर कसा शिकंजा इंटरपोल 'विशेष अंतरराष्ट्रीय नोटिस' जारी करेगा एजेंसियां नई दिल्ली। </caption>			
</caption>			

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id="1">
1	((	NP	<fs drel='nmod:NP2' name='NP'>
1.1	भारत	NNP	<fs af='भारत,n,m,sg,3,o,0,0' name='भारत' posn='10'>
1.2	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='20'>
	))
2	((	NP	<fs drel='ccof:CCP' name='NP2'>
2.1	मोस्ट	INTF	<fs af='मोस्ट,unk,,,,,,' name='मोस्ट' posn='30'>
2.2	वांटेड	JJ	<fs af='वांटेड,unk,,,,,,' name='वांटेड' posn='40'>
2.3	अपराधी	NN	<fs af='अपराधी,n,m,sg,3,d,0,0' name='अपराधी' posn='50'>
	))
3	((	CCP	<fs drel='k7:VGF' name='CCP'>
3.1	और	CC	<fs af='और,avy,,,,,,' name='और' posn='60'>
	))
4	((	NP	<fs drel='vmod:VGNF' name='NP3'>
4.1	कथित	JJ	<fs af='कथित,adj,any,any,,o,,' name='कथित' posn='70'>
4.2	तौर	NN	<fs af='तौर,n,m,sg,3,o,0,0' name='तौर' posn='80'>
4.3	पर	PSP	<fs af='पर,psp,,,,,,' name='पर' posn='90'>
	))
5	((	NP	<fs drel='k7p:VGNF' name='NP4'>
5.1	पाकिस्तान	NNP	<fs af='पाकिस्तान,n,m,sg,3,o,0,0' name='पाकिस्तान' posn='100'>
5.2	में	PSP	<fs af='में,psp,,,,,,' name='में2' posn='110'>
	))
6	((	VGNF	<fs drel='nmod__k1inv:NP5' name='VGNF'>
6.1	रह	VM	<fs af='रह,v,any,any,any,,0,0' name='रह' posn='120'>
6.2	रहे	VAUX	<fs af='रह,v,any,sg,3,,या,yA' name='रहे' posn='130'>
	))
7	((	NP	<fs drel='ccof:CCP' name='NP5'>
7.1	अंडरवर्ल्ड	NNC	<fs af='अंडरवर्ल्र्ड,unk,,,,,,' name='अंडरवर्ल्ड' posn='140'>
7.2	डॉन	NN	<fs af='डॉन,unk,,,,,,' name='डॉन' posn='150'>
7.3	दाऊद	NNPC	<fs af='दाऊद,n,m,sg,3,d,0,0' name='दाऊद' posn='160'>
7.4	इब्राहिम	NNP	<fs af='इब्राहिम,n,m,sg,3,o,0,0' name='इब्राहिम' posn='170'>
7.5	पर	PSP	<fs af='पर,psp,,,,,,' name='पर2' posn='180'>
	))
8	((	NP	<fs drel='k7:VGF' name='NP6'>
8.1	अंतर्राष्ट्रीय	JJ	<fs af='अंतर्राष्ट्रीय,adj,any,any,,o,,' name='अंतर्राष्ट्रीय' posn='190'>
8.2	स्तर	NN	<fs af='स्तर,n,m,sg,3,o,0,0' name='स्तर' posn='200'>
8.3	पर	PSP	<fs af='पर,psp,,,,,,' name='पर3' posn='210'>
	))
9	((	NP	<fs drel='pof:VGF' name='NP7'>
9.1	शिकंजा	NN	<fs af='शिकंजा,n,m,sg,3,d,0,0' name='शिकंजा' posn='220'>
	))
10	((	VGF	<fs voicetype='passive' stype='declarative' name='VGF'>
10.1	कसा	VM	<fs af='कस,v,m,sg,3,,या,yA' name='कसा' posn='230'>
10.2	जा	VAUX	<fs af='जा,v,any,any,any,,0,0' name='जा' posn='240'>
10.3	रहा	VAUX	<fs af='रह,v,m,sg,3,,या,yA' name='रहा' posn='250'>
10.4	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='260'>
10.5	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='270'>
	))
</Sentence>

<Sentence id="2">
1	((	NP	<fs drel='k1:VGF' name='NP'>
1.1	इंटरपोल	NNP	<fs af='इंटरपोल,unk,,,,,,' name='इंटरपोल' posn='10'>
1.2	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='20'>
	))
2	((	NP	<fs drel='vmod:VGF' name='NP2'>
2.1	उसके	PRP	<fs af='वह,pn,m,sg,3,o,के,ke' name='उसके' posn='30'>
2.2	खिलाफ	PSP	<fs af='खिलाफ,adj,,,,,,' name='खिलाफ' posn='40'>
	))
3	((	NP	<fs drel='k2:VGNN' name='NP3'>
