<document docid="hi">
<head>
<title>  </title>			
<author>			
<firstname>  </firstname>			
<middlename>    </middlename>			
<lastname></lastname>			
</author>			
<availability format="electronic" />			
<bibl>			
</bibl>			
<bytecount>4.0K</bytecount>			
<domain name="general" />			
<creation creationdate="19/06/2007" institutename="IIIT Hyderabad">			
<creatorname>			
<lastname>Dipti</lastname>			
<middlename>			
</middlename>			
<firstname>Sharma</firstname>			
</creatorname>			
</creation>			
<distributor>CLIA Consortia, DIT</distributor>			
<edition number="1.0" />			
<encodingdesc>			
<newencoding>Unicode(UTF-8)</newencoding>			
<originalencoding>UTF-8</originalencoding>			
</encodingdesc>			
<sentencemarker marker=".">Specify Marker</sentencemarker>			
<language name="hi" writingsystem="LTR" script="Devanagari" />			
<normalization normalized="no">			
<utilityname>xxx.exe</utilityname>			
</normalization>			
<projectdesc name="ILMT" />			
<pubaddress addresstype="web">			
</pubaddress>			
<pubdate>			
<dateofpublication></dateofpublication>			
</pubdate>			
<publicationstmt type="copyrightfree">			
</publicationstmt>			
<publisher>			
<name></name>			
<url>xxx.com</url>			
</publisher>			
<pubplace place="books" />			
<wordcount>6  </wordcount>			
<caption>देश को ३५००० करोड़ रुपये की दरकार पाटिल प्रे मुंबई। </caption>			
</caption>			

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id="1">
1	((	NP	<fs drel='k1:VGF' name='NP'>
1.1	केंद्रीय	NNPC	<fs af='केंद्रीय,n,m,sg,3,d,0,0' name='केंद्रीय' posn='10'>
1.2	गृह	NNPC	<fs af='गृह,n,m,sg,3,d,0,0' name='गृह' posn='20'>
1.3	मंत्री	NNP	<fs af='मंत्री,n,m,sg,3,d,0,0' name='मंत्री' posn='30'>
1.4	शिवराज	NNPC	<fs af='शिवराज,n,m,sg,3,d,0,0' name='शिवराज' posn='40'>
1.5	पाटिल	NNP	<fs af='पाटिल,n,m,sg,3,o,0,0' name='पाटिल' posn='50'>
1.6	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='60'>
	))
2	((	NP	<fs drel='k7t:VGF' name='NP2'>
2.1	सोमवार	NNP	<fs af='सोमवार,n,m,sg,3,o,0,0' name='सोमवार' posn='70'>
2.2	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='80'>
	))
3	((	VGF	<fs voicetype='active' stype='declarative' name='VGF'>
3.1	बताया	VM	<fs af='बता,v,m,sg,any,,या,yA' name='बताया' posn='90'>
	))
4	((	CCP	<fs drel='k2:VGF' name='CCP'>
4.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='100'>
	))
5	((	NP	<fs drel='k7t:VGNF' name='NP3'>
5.1	पिछले	JJ	<fs af='पिछला,adj,m,sg,,o,,' name='पिछले' posn='110'>
5.2	२६	NNPC	<fs af='२६,n,m,sg,3,d,0,0' name='२६' posn='120'>
5.3	दिसंबर	NNPC	<fs af='दिसंबर,n,m,sg,3,d,0,0' name='दिसंबर' posn='130'>
5.4	२००४	NNP	<fs af='२००४,n,m,sg,3,o,0,0' name='२००४' posn='140'>
5.5	को	PSP	<fs af='को,psp,,,,,,' name='को2' posn='150'>
	))
6	((	VGNF	<fs drel='nmod__k1inv:NP4' name='VGNF'>
6.1	आई	VM	<fs af='आ,v,f,sg,any,,या,yA' name='आई' posn='160'>
	))
7	((	NP	<fs drel='ras-k1:VGNF2' name='NP4'>
7.1	सुनामी	NN	<fs af='सुनामी,n,f,sg,3,o,0,0' name='सुनामी' posn='170'>
7.2	समेत	PSP	<fs af='समेत,psp,,,,,,' name='समेत' posn='180'>
	))
8	((	NP	<fs drel='k7t:VGNF2' name='NP5'>
8.1	पिछले	JJ	<fs af='पिछला,adj,m,sg,,o,,' name='पिछले2' posn='190'>
8.2	एक	QC	<fs af='एक,num,any,any,,any,,' name='एक' posn='200'>
8.3	साल	NN	<fs af='साल,n,m,sg,3,o,0,0' name='साल' posn='210'>
8.4	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='220'>
	))
9	((	VGNF	<fs drel='nmod__k1inv:NP6' name='VGNF2'>
9.1	आई	VM	<fs af='आ,v,f,sg,any,,या,yA' name='आई2' posn='230'>
	))
10	((	NP	<fs drel='r6:NP7' name='NP6'>
10.1	कई	QF	<fs af='कई,avy,,,,,,' name='कई' posn='240'>
10.2	प्रमुख	JJ	<fs af='प्रमुख,adj,any,any,,o,,' name='प्रमुख' posn='250'>
10.3	प्राकृतिक	JJ	<fs af='प्राकृतिक,adj,any,any,,o,,' name='प्राकृतिक' posn='260'>
10.4	आपदाओं	NN	<fs af='आपदा,n,f,pl,3,o,0,0' name='आपदाओं' posn='270'>
10.5	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के' posn='280'>
	))
11	((	NP	<fs drel='k5:VGNN' name='NP7'>
11.1	नुकसान	NN	<fs af='नुकसान,n,m,sg,3,o,0,0' name='नुकसान' posn='290'>
11.2	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='300'>
	))
12	((	VGNN	<fs drel='rt:VGF2' name='VGNN'>
12.1	उबरने	VM	<fs af='उबर,v,any,any,any,o,ना,nA' name='उबरने' posn='310'>
12.2	के	PSP	<fs af='के,psp,,,,,,' name='के2' posn='320'>
12.3	लिए	PSP	<fs af='लिए,psp,,,,,,' name='लिए' posn='330'>
	))
13	((	NP	<fs drel='k4a:VGF2' name='NP8'>
