<document docid="hi">
<head>
<title>  </title>			
<author>			
<firstname>  </firstname>			
<middlename>    </middlename>			
<lastname></lastname>			
</author>			
<availability format="electronic" />			
<bibl>			
</bibl>			
<bytecount>4.0K</bytecount>			
<domain name="general" />			
<creation creationdate="19/06/2007" institutename="IIIT Hyderabad">			
<creatorname>			
<lastname>Dipti</lastname>			
<middlename>			
</middlename>			
<firstname>Sharma</firstname>			
</creatorname>			
</creation>			
<distributor>CLIA Consortia, DIT</distributor>			
<edition number="1.0" />			
<encodingdesc>			
<newencoding>Unicode(UTF-8)</newencoding>			
<originalencoding>UTF-8</originalencoding>			
</encodingdesc>			
<sentencemarker marker=".">Specify Marker</sentencemarker>			
<language name="hi" writingsystem="LTR" script="Devanagari" />			
<normalization normalized="no">			
<utilityname>xxx.exe</utilityname>			
</normalization>			
<projectdesc name="ILMT" />			
<pubaddress addresstype="web">			
</pubaddress>			
<pubdate>			
<dateofpublication></dateofpublication>			
</pubdate>			
<publicationstmt type="copyrightfree">			
</publicationstmt>			
<publisher>			
<name></name>			
<url>xxx.com</url>			
</publisher>			
<pubplace place="books" />			
<wordcount>0  </wordcount>			
<caption>राइस बनी अमेरिकी विदेश मंत्री वाशिंगटन। </caption>			
</caption>			

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id="1">
1	((	NP	<fs drel='k4:VGF' name='NP' hlt='false'>
1.1	कौंडोलीजा	NNPC	<fs af='कौंडोलीजा,n,f,sg,3,d,0,0' name='कौंडोलीजा' posn='10' hlt='false'>
1.2	राइस	NNP	<fs af='राइस,n,f,sg,3,o,0,0' name='राइस' posn='20' hlt='false'>
1.3	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='30' hlt='false'>
	))
2	((	NP	<fs drel='k7t:VGF' name='NP2' hlt='false'>
2.1	आज	NN	<fs af='आज,n,m,sg,3,d,0,0' name='आज' posn='40' hlt='false'>
	))
3	((	NP	<fs drel='r6-k2:NP4' name='NP3' hlt='false'>
3.1	अमेरिकी	JJ	<fs af='अमेरिकी,adj,any,any,,d,,' name='अमेरिकी' posn='50' hlt='false'>
3.2	विदेश	NNPC	<fs af='विदेश,n,m,sg,3,d,0,0' name='विदेश' posn='60' hlt='false'>
3.3	मंत्री	NNP	<fs af='मंत्री,n,m,sg,3,d,0,0' name='मंत्री' posn='70' hlt='false'>
3.4	पद	NN	<fs af='पद,n,m,sg,3,o,0,0' name='पद' posn='80' hlt='false'>
3.5	की	PSP	<fs af='का,psp,f,sg,,d,,' name='की' posn='90' hlt='false'>
	))
4	((	NP	<fs drel='pof:VGF' name='NP4' hlt='false'>
4.1	शपथ	NN	<fs af='शपथ,n,f,sg,3,d,0,0' name='शपथ' posn='100' hlt='false'>
	))
5	((	VGF	<fs voicetype='active' stype='declarative' name='VGF' hlt='true'>
5.1	दिलाई	VM	<fs af='दिला,v,f,sg,3,,या,yA' name='दिलाई' posn='110' hlt='false'>
5.2	गई	VAUX	<fs af='जा,v,f,sg,3,,या,yA' name='गई' posn='120' hlt='false'>
5.3	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='130' hlt='false'>
	))
</Sentence>

<Sentence id="2">
1	((	NP	<fs drel='k1:VGF' name='NP' hlt='false'>
1.1	राइस	NNP	<fs af='राइस,n,f,sg,3,o,0,0' name='राइस' posn='10' hlt='false'>
1.2	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='20' hlt='false'>
	))
2	((	NP	<fs drel='r6-k2:NP3' name='NP2' hlt='false'>
2.1	कोलिन	NNPC	<fs af='कोलिन,n,m,sg,3,d,0,0' name='कोलिन' posn='30' hlt='false'>
2.2	पावेल	NNP	<fs af='पावेल,n,m,sg,3,o,0,0' name='पावेल' posn='40' hlt='false'>
2.3	का	PSP	<fs af='का,psp,m,sg,,d,,' name='का' posn='50' hlt='false'>
	))
3	((	NP	<fs drel='pof:VGF' name='NP3' hlt='false'>
3.1	स्थान	NN	<fs af='स्थान,n,m,sg,3,d,0,0' name='स्थान' posn='60' hlt='false'>
	))
4	((	VGF	<fs voicetype='active' stype='declarative' name='VGF' hlt='true'>
4.1	लिया	VM	<fs af='ले,v,m,sg,3,,या,yA' name='लिया' posn='70' hlt='false'>
4.2	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='80' hlt='false'>
4.3	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='90' hlt='false'>
	))
</Sentence>

<Sentence id="3">
1	((	NP	<fs drel='k1:VGF' name='NP' hlt='false'>
1.1	राइस	NNP	<fs af='राइस,n,f,sg,3,d,0,0' name='राइस' posn='10' hlt='false'>
	))
2	((	NP	<fs drel='r6:NP3' name='NP2' hlt='false'>
2.1	अमरीका	NNP	<fs af='अमेरिका,n,m,sg,3,o,0,0' name='अमरीका' posn='20' hlt='false'>
2.2	के	PSP	<fs af='का,psp,m,sg,3,o,,' name='के' posn='30' hlt='false'>
	))
3	((	NP	<fs drel='k7:VGNN' name='NP3' hlt='false'>
3.1	इतिहास	NN	<fs af='इतिहास,n,m,sg,3,o,0,0' name='इतिहास' posn='40' hlt='false'>
3.2	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='50' hlt='false'>
	))
4	((	NP	<fs drel='r6:NP5' name='NP4' hlt='false'>
